HocoNum,HighSpeed,population
150308,0,164633
150312,1,14754
150313,0,60796
150316,0,139780
150316,1,25568
150317,0,17704
150317,1,33658
150325,0,93780
150327,0,1036
150327,1,51908
150330,0,12220
150334,0,364058
150335,0,23927
150336,0,161796
150340,0,140698
150340,1,723
150341,0,1282
150344,0,15183
160101,0,11916
160103,0,3222
160108,1,156823
160110,0,41098
160113,0,26794
160115,0,2791590
160116,0,979972
160118,0,5395
160127,0,322659
160127,1,6599
160129,0,1529
160135,0,2187
160141,0,14505
160141,1,2508
160146,0,9769
160151,0,5394
160157,0,78658
160157,1,192692
160160,0,73954
160160,1,29009
160162,0,1574
170014,0,2608
170025,0,273952
170025,1,905
170040,0,7402
170044,0,236
170047,0,20547
170050,0,5124
170054,0,192250
170058,1,76235
170062,0,4375
170064,0,6457
170064,1,13939
170066,0,18637
170071,0,44856
170102,0,0
170105,0,7992
180006,0,5288
180009,0,2232
180010,1,14616
180012,1,13752
180026,0,1939
180026,1,107
180032,0,8369
180039,0,16172
180041,0,28125
180048,0,68442
180057,0,5830
180061,0,1087
180064,0,16373
190002,0,181178
190008,0,51804
190008,1,574
190013,1,1867
190015,0,27870
190015,1,3112
190025,0,10272
190036,0,9906
190045,0,2126
190046,0,3839
190047,0,31146
190053,0,23945
190056,0,22910
190058,1,102599
190059,0,16663
190066,1,49373
190069,0,1999
190070,1,31870
190071,0,6642
190075,0,3714
190080,0,3525
190081,1,189200
190083,0,2436
190085,0,2553
190089,0,14999
190093,0,39836
190096,0,15751
190101,0,11710
190101,1,5184
190102,0,8232
190103,0,27847
190104,0,5345
190107,0,211725
190108,1,1392
190118,0,7076
190123,0,282851
190126,0,21812
190126,1,59036
190130,0,31064
190130,1,772
190131,1,16272
190134,1,359866
190142,0,16436
190150,0,108663
190150,1,7879
190155,0,1760
190163,0,1448
190166,0,21971
190166,1,259
190169,0,100627
190172,0,13700
190180,0,2503
190181,0,27465
190182,0,13797
190184,0,35308
190185,0,2600
190187,0,27902
190187,1,6215
190188,0,792297
190189,0,800647
190192,0,76358
190193,0,4224
190204,0,1584
190207,0,83136
190208,0,31829
190211,0,26558
190211,1,2072
190215,0,32113
190218,0,131
190219,1,116690
190220,0,4642
190223,0,2871
190227,0,11635
190232,0,47872
190233,0,9721
190233,1,318
190236,0,1435376
190239,1,108004
190244,0,311113
190249,0,68
190265,0,330
190265,1,49477
190268,0,641
190281,0,3635
190282,1,3632
190285,0,11845
190303,0,3444
190303,1,29361
190304,1,197
190305,0,230848
190305,1,794
190307,1,8388
190308,1,83932
190309,0,3294333
190311,0,1316602
190312,0,121250
190313,0,34308
190320,0,42106
190323,0,20005
190335,0,1438
190336,0,7270
190337,0,4730
190341,0,1476
190342,0,2508536
190365,0,10910
190367,0,38382
190370,0,735
190380,0,16314
190380,1,126698
190405,1,14936
190406,0,72
190407,0,57584
190410,0,2116
190410,1,7461
190416,0,20747
190419,0,106315
190425,0,2525033
190425,1,397564
190428,0,9983
190429,0,9407
190435,0,18410
190435,1,4355
190438,0,63277
190443,0,16587
190448,0,234778
190501,0,20189
190503,0,10456
190504,0,21505
190504,1,89367
190506,0,53667
200006,0,22318
200010,0,7178
200012,0,9747
200020,0,1088413
200022,1,27581
200025,0,264
200026,0,5137
200027,0,496232
200027,1,5134
200029,0,9241
200029,1,124470
200032,0,2590848
200039,0,143
200039,1,379
200041,0,784886
200044,0,862
200046,0,97821
200048,0,7369
200057,0,6199
200065,0,48881
200070,0,998
210001,0,1177
210006,0,74302
210017,0,283
210018,0,272748
210018,1,4727
210019,1,56684
210020,0,14256
210040,0,20041
210042,0,47960
210046,0,5659
210063,0,13624
210063,1,0
210075,0,888
210080,0,495
210087,0,14750
210087,1,14297
210090,0,1247
210092,0,94945
210095,0,42715
210101,0,74388
210101,1,2655548
210103,0,21273
210105,0,2662
220002,0,7922
220002,1,2
220007,0,15626
220008,0,5979
220012,0,2219
220013,0,17283
220015,0,1406552
220016,0,20791
220017,0,439
220017,1,2996
220027,0,550814
220028,0,3957
220030,0,5491
220031,0,1305
220031,1,5222
220036,0,5047
220046,0,21418
220048,0,249468
220052,1,8013
220056,0,39528
220058,0,9307
220061,0,274442
220064,0,13050
220066,0,30762
220071,0,2770
220073,0,37232
220075,0,11439
220076,0,2232
220078,0,3463
220079,0,48027
220079,1,13996
230006,1,9479
230010,0,308439
230010,1,82825
230017,0,275015
230018,0,12154
230021,0,69687
230025,0,11963
230026,0,1020
230028,0,38636
230029,0,19884
230033,0,9415
230036,0,7412
230043,0,63327
230043,1,4045
230044,0,88509
230050,0,263
230051,1,270973
230052,0,128329
230052,1,423858
230062,0,239350
230064,0,60403
230074,0,6894
230074,1,318
230076,0,14695
240003,0,250353
240004,0,176365
240008,1,25253
240009,0,171925
240010,0,5008202
240011,0,793
240012,0,8947
240014,0,19141
240016,0,7713
240017,0,4141
240021,0,2367
240022,0,15582
240025,0,2220
240031,0,18702
240032,1,31366
240035,0,7089
240036,0,64682
240041,0,60251
240041,1,2291697
240044,1,10160
240046,0,4021
240051,0,3978
240055,0,302
240055,1,1542
240056,1,1047513
240058,0,115878
240058,1,66690
240060,0,5566
240061,1,40558
240062,0,139
240063,0,198
240064,1,1346
240065,0,23334
240066,0,534754
240066,1,11352
240068,0,16914
240070,0,7471
240074,0,842172
240077,0,3511
240080,0,2841
240081,0,2922
240085,0,14570
240086,0,4
240088,0,17225
240089,0,1351
240089,1,171
240090,0,6186
240094,0,38
240099,0,154291
240101,0,3300
240102,0,28070
240103,0,686
240105,0,11744
240106,0,894
240106,1,32
240109,0,300028
240109,1,4168
240110,0,4408
240110,1,73622
240300,0,11731
250004,0,7299
250007,0,67491
250009,0,297029
250014,0,150057
250018,0,1366
250020,0,12427
250027,0,56640
250028,0,26574
250035,0,1463
250035,1,688
250045,0,16
250052,0,689
250053,0,24918
250055,0,744
250057,0,5181
250066,0,3543
250069,0,2941
250078,0,7521
250081,0,10630
250087,0,697
250090,0,252752
250092,0,279
250099,0,3707
250100,0,18208
250102,0,1210
260000,0,14210
260000,1,69057
260003,0,1403796
260004,0,47778
260007,1,1355
260008,0,10845
260009,0,32002
260010,0,5797
260010,1,234
260015,0,124915
260016,0,198330
260019,0,797
260021,0,336
260025,0,61934
260026,0,156329
260027,0,396
260038,1,196411
260049,0,74
260050,0,453920
260051,0,5178
260052,0,20240
260052,1,1097
260056,1,659300
260059,0,16142
260059,1,5075
260062,0,178402
260068,0,829
260069,1,43188
260070,0,4268
270001,0,19338
270001,1,105
270002,0,1019
270006,0,80986
270009,0,85301
270011,0,520806
270011,1,382
270012,0,212891
270016,0,2969
270018,0,5877
270020,0,401050
270023,0,32464
270025,0,613802
270027,0,221062
270028,0,42025
270032,0,363014
270032,1,316
270033,0,30496
270038,0,159926
270044,0,297423
270045,0,237307
270051,0,16860
270052,0,56446
270061,0,169
270062,0,3604
270063,0,99894
270064,0,35
270064,1,83
270065,0,239596
270068,0,462
270073,0,37222
270074,0,16582
270077,0,36547
270078,0,76531
270083,0,4671
270083,1,39
270084,0,5307
270085,0,186784
270090,0,58618
270090,1,1125
270096,0,1345
270099,0,113147
270101,0,54948
270106,0,78
270115,0,3653
280001,1,1167662
280004,0,969
280005,0,16462
280007,0,4624
280009,0,28959
280010,0,7797
280011,0,17445
280014,1,83709
280015,0,385303
280017,1,66418
280018,0,720
280020,0,26420
280020,1,1383
280024,0,913
280026,0,13593
280027,0,177246
280028,0,1304
280031,0,6227
280035,0,26189
280042,0,87142
280047,0,8920
280051,0,14817
280054,0,2504
280057,0,469278
280057,1,1086
280063,0,793
280067,0,40707
280068,0,35623
280069,0,14177
280071,0,59312
280073,1,34877
280074,1,23097
280075,0,623
280078,0,2985
290002,0,77
290003,0,140038
290004,0,26582
290004,1,2378
290005,1,44512
290006,0,98274
290007,0,809124
290008,0,55189
290009,0,147597
290010,0,3631084
290014,0,53419
290015,0,140658
290016,0,3292
290017,0,665
290018,0,229936
290019,0,460
290021,0,17344
290023,0,34191
290024,0,38
290025,0,1054458
290028,1,26401
290031,1,13844
290037,1,1691
290039,0,142797
290042,0,58074
290048,0,354
290050,0,1100252
290051,0,6510
290052,0,21243
290053,0,4449
290054,0,3077
290057,0,8136
290058,0,456812
290061,0,15074
290062,0,15546
290065,0,9960
290066,0,167
290074,0,33709
290074,1,165
290077,0,63321
290077,1,959
290079,0,21625
290081,0,89595
290083,0,6202
290086,0,12085
290087,0,360608
290088,0,1072654
290089,0,28152
290091,0,3190
290092,1,100907
290093,0,244776
290093,1,1348
290099,0,32937
290100,0,13228
290103,0,13281
290105,0,3477
290106,0,618271
290108,0,7470
290108,1,61
290109,0,9504
290112,0,67925
290113,0,882
290113,1,0
290114,0,962
290118,0,175276
290121,0,3858
290123,0,819
290123,1,17
290125,0,30
290127,0,1675
290128,0,76
300004,0,44062
300005,0,42826
300005,1,5923
300008,0,27150
300010,0,11249
300015,0,1647
300016,0,35727
