,county,up18_fiber,up18_cable,up18_DSL,up18_total,down14_fiber,down14_cable,down14_DSL,down14_total,up15_fiber,up15_cable,up15_DSL,up15_total,down15_fiber,down15_cable,down15_DSL,down15_total,up16_fiber,up16_cable,up16_DSL,up16_total,down16_fiber,down16_cable,down16_DSL,down16_total,up17_fiber,up17_cable,up17_DSL,up17_total,down17_fiber,down17_cable,down17_DSL,down17_total,2018_FIBER_YES,state_code,POP10,num_blocks,StateAbbr,countystate,Q3 2018 Price
2343,26137,1.0,2.0,9.0,14.0,1.0,1.0,8.0,14.0,1.0,1.0,8.0,12.0,0.0,1.0,7.0,10.0,1.0,1.0,8.0,12.0,1.0,1.0,7.0,11.0,1.0,1.0,8.0,12.0,1.0,2.0,8.0,14.0,1,26,22977.0,1714,MI,26137,134073.0
2344,26139,4.0,3.0,13.0,24.0,3.0,2.0,13.0,20.0,3.0,2.0,14.0,21.0,3.0,2.0,12.0,20.0,3.0,2.0,13.0,20.0,3.0,2.0,14.0,21.0,3.0,3.0,13.0,21.0,4.0,3.0,12.0,22.0,1,26,261889.0,5144,MI,26139,
2345,26141,0.0,2.0,4.0,8.0,0.0,1.0,6.0,9.0,0.0,1.0,6.0,8.0,0.0,1.0,4.0,6.0,0.0,1.0,4.0,6.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0,26,9083.0,535,MI,26141,105659.0
2346,26143,0.0,2.0,6.0,10.0,1.0,1.0,8.0,12.0,0.0,1.0,6.0,8.0,0.0,1.0,5.0,7.0,0.0,1.0,5.0,7.0,0.0,2.0,5.0,8.0,0.0,2.0,6.0,9.0,0.0,2.0,6.0,10.0,0,26,23316.0,1747,MI,26143,101554.0
2347,26145,2.0,3.0,13.0,27.0,2.0,2.0,11.0,21.0,2.0,2.0,11.0,20.0,2.0,2.0,9.0,19.0,3.0,2.0,9.0,20.0,2.0,2.0,9.0,19.0,3.0,2.0,10.0,22.0,2.0,3.0,10.0,23.0,1,26,199945.0,6497,MI,26145,112807.0
2348,26147,1.0,2.0,7.0,14.0,1.0,2.0,8.0,14.0,1.0,2.0,6.0,12.0,1.0,2.0,6.0,12.0,1.0,2.0,6.0,12.0,1.0,2.0,6.0,11.0,1.0,2.0,7.0,13.0,1.0,2.0,7.0,14.0,1,26,161164.0,4446,MI,26147,171656.0
2349,26149,1.0,3.0,3.0,11.0,0.0,2.0,5.0,9.0,0.0,2.0,5.0,10.0,1.0,2.0,4.0,10.0,1.0,2.0,4.0,12.0,1.0,2.0,4.0,10.0,1.0,3.0,3.0,11.0,1.0,3.0,3.0,11.0,1,26,56122.0,2439,MI,26149,120136.0
2350,26151,1.0,2.0,10.0,17.0,1.0,1.0,8.0,13.0,1.0,1.0,9.0,14.0,1.0,1.0,9.0,14.0,1.0,1.0,10.0,15.0,1.0,1.0,10.0,14.0,1.0,2.0,10.0,16.0,1.0,1.0,10.0,16.0,1,26,42796.0,2606,MI,26151,109441.0
2351,26153,0.0,1.0,7.0,9.0,0.0,1.0,6.0,7.0,0.0,1.0,7.0,8.0,0.0,1.0,6.0,8.0,0.0,1.0,6.0,8.0,0.0,1.0,5.0,7.0,0.0,1.0,6.0,8.0,0.0,1.0,6.0,8.0,0,26,6860.0,741,MI,26153,113438.0
2352,26155,1.0,4.0,14.0,25.0,1.0,3.0,13.0,22.0,1.0,3.0,12.0,20.0,1.0,3.0,12.0,21.0,1.0,3.0,12.0,21.0,1.0,3.0,12.0,20.0,1.0,3.0,12.0,21.0,1.0,4.0,12.0,23.0,1,26,69361.0,2671,MI,26155,143904.0
2353,26157,2.0,2.0,12.0,20.0,1.0,2.0,11.0,16.0,1.0,2.0,13.0,18.0,1.0,2.0,12.0,18.0,1.0,2.0,12.0,18.0,2.0,2.0,12.0,19.0,2.0,2.0,12.0,19.0,2.0,2.0,12.0,20.0,1,26,55464.0,2924,MI,26157,106740.0
2354,26159,2.0,6.0,7.0,18.0,1.0,3.0,7.0,12.0,1.0,3.0,7.0,13.0,1.0,3.0,7.0,13.0,1.0,3.0,7.0,14.0,2.0,3.0,7.0,13.0,2.0,5.0,7.0,15.0,2.0,6.0,7.0,17.0,1,26,66249.0,2138,MI,26159,148536.0
2355,26161,3.0,3.0,8.0,18.0,2.0,4.0,11.0,20.0,1.0,3.0,12.0,19.0,1.0,3.0,9.0,16.0,1.0,3.0,10.0,18.0,1.0,3.0,10.0,18.0,1.0,4.0,10.0,19.0,2.0,4.0,8.0,19.0,1,26,338870.0,5259,MI,26161,285608.0
2356,26163,5.0,7.0,12.0,25.0,2.0,4.0,15.0,21.0,1.0,4.0,12.0,17.0,1.0,4.0,12.0,17.0,1.0,3.0,13.0,17.0,3.0,3.0,14.0,21.0,3.0,5.0,14.0,22.0,5.0,6.0,13.0,27.0,1,26,1807056.0,29263,MI,26163,126775.0
2357,26165,0.0,2.0,7.0,14.0,0.0,1.0,6.0,8.0,0.0,1.0,5.0,7.0,0.0,1.0,8.0,10.0,0.0,1.0,8.0,10.0,0.0,1.0,9.0,12.0,0.0,1.0,8.0,11.0,0.0,2.0,7.0,14.0,0,26,28386.0,1476,MI,26165,104255.0
2358,50001,5.0,1.0,6.0,13.0,2.0,1.0,7.0,11.0,2.0,1.0,9.0,15.0,2.0,1.0,7.0,11.0,2.0,1.0,7.0,12.0,3.0,1.0,7.0,12.0,4.0,2.0,7.0,16.0,4.0,1.0,6.0,13.0,1,50,36155.0,1041,VT,50001,247640.0
2359,50003,2.0,1.0,5.0,9.0,2.0,1.0,6.0,9.0,1.0,1.0,5.0,9.0,1.0,1.0,5.0,8.0,2.0,1.0,7.0,12.0,2.0,1.0,7.0,12.0,2.0,2.0,7.0,13.0,2.0,2.0,5.0,10.0,1,50,36311.0,1125,VT,50003,217965.0
2360,50005,0.0,3.0,3.0,9.0,1.0,2.0,4.0,9.0,0.0,2.0,4.0,11.0,0.0,2.0,5.0,10.0,0.0,2.0,5.0,11.0,0.0,2.0,5.0,10.0,0.0,2.0,5.0,11.0,0.0,2.0,3.0,8.0,0,50,31103.0,2110,VT,50005,171885.0
2361,50007,3.0,1.0,5.0,9.0,3.0,1.0,6.0,10.0,3.0,1.0,6.0,12.0,3.0,1.0,6.0,11.0,3.0,1.0,7.0,13.0,4.0,1.0,7.0,13.0,4.0,2.0,7.0,15.0,3.0,1.0,5.0,9.0,1,50,155168.0,2078,VT,50007,309038.0
2362,50009,0.0,2.0,3.0,8.0,0.0,2.0,2.0,5.0,0.0,2.0,3.0,9.0,0.0,2.0,4.0,8.0,0.0,2.0,4.0,9.0,0.0,2.0,4.0,8.0,0.0,2.0,4.0,9.0,0.0,2.0,3.0,8.0,0,50,5738.0,449,VT,50009,134687.0
2363,50011,3.0,1.0,4.0,8.0,2.0,1.0,5.0,8.0,2.0,1.0,5.0,10.0,2.0,1.0,5.0,8.0,2.0,1.0,5.0,9.0,3.0,1.0,5.0,9.0,3.0,2.0,5.0,11.0,3.0,2.0,4.0,9.0,1,50,47097.0,1263,VT,50011,219945.0
2364,50013,1.0,1.0,3.0,5.0,0.0,1.0,3.0,4.0,0.0,1.0,2.0,5.0,0.0,1.0,3.0,4.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,4.0,1.0,2.0,3.0,7.0,1.0,1.0,3.0,5.0,1,50,6926.0,211,VT,50013,288948.0
2365,50015,1.0,3.0,3.0,9.0,0.0,3.0,4.0,9.0,0.0,3.0,4.0,11.0,0.0,3.0,4.0,9.0,0.0,3.0,5.0,11.0,0.0,3.0,5.0,10.0,1.0,3.0,5.0,12.0,1.0,3.0,3.0,9.0,1,50,24081.0,809,VT,50015,235311.0
2366,50017,3.0,2.0,7.0,13.0,2.0,2.0,7.0,12.0,2.0,2.0,6.0,13.0,2.0,2.0,9.0,14.0,2.0,2.0,8.0,14.0,2.0,2.0,8.0,13.0,2.0,2.0,8.0,14.0,2.0,2.0,7.0,12.0,1,50,26656.0,1244,VT,50017,196754.0
2367,50019,1.0,1.0,3.0,7.0,0.0,1.0,3.0,6.0,0.0,1.0,2.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,8.0,0.0,1.0,4.0,7.0,0.0,2.0,4.0,9.0,1.0,2.0,3.0,8.0,1,50,26020.0,1232,VT,50019,168333.0
2368,50021,3.0,1.0,5.0,10.0,2.0,1.0,6.0,9.0,1.0,1.0,5.0,9.0,1.0,1.0,5.0,8.0,1.0,1.0,6.0,10.0,2.0,1.0,6.0,10.0,2.0,2.0,6.0,12.0,3.0,1.0,5.0,10.0,1,50,61175.0,2233,VT,50021,185573.0
2369,50023,2.0,2.0,8.0,14.0,3.0,2.0,10.0,17.0,2.0,3.0,9.0,18.0,1.0,3.0,10.0,17.0,1.0,2.0,10.0,17.0,2.0,2.0,10.0,16.0,2.0,2.0,10.0,17.0,3.0,2.0,8.0,15.0,1,50,58907.0,2059,VT,50023,226951.0
2370,50025,2.0,2.0,4.0,8.0,3.0,2.0,5.0,10.0,2.0,2.0,4.0,10.0,2.0,2.0,4.0,8.0,2.0,2.0,6.0,10.0,3.0,2.0,6.0,11.0,3.0,3.0,6.0,12.0,2.0,3.0,4.0,9.0,1,50,43334.0,1752,VT,50025,221518.0
2371,50027,4.0,2.0,7.0,13.0,3.0,2.0,8.0,13.0,4.0,2.0,7.0,15.0,3.0,2.0,7.0,12.0,3.0,2.0,9.0,15.0,4.0,2.0,10.0,16.0,4.0,3.0,9.0,17.0,4.0,3.0,7.0,14.0,1,50,54224.0,2491,VT,50027,226011.0
2372,56001,2.0,1.0,5.0,15.0,1.0,1.0,8.0,16.0,2.0,1.0,8.0,17.0,3.0,1.0,6.0,16.0,3.0,1.0,8.0,17.0,3.0,1.0,5.0,16.0,2.0,1.0,5.0,15.0,2.0,1.0,5.0,15.0,1,56,35649.0,2201,WY,56001,233037.0
2373,56003,2.0,1.0,4.0,9.0,2.0,1.0,5.0,9.0,2.0,1.0,4.0,8.0,2.0,1.0,4.0,8.0,2.0,1.0,4.0,9.0,2.0,1.0,4.0,8.0,2.0,1.0,4.0,9.0,2.0,1.0,4.0,9.0,1,56,11229.0,2058,WY,56003,158737.0
2374,56005,1.0,1.0,8.0,14.0,2.0,1.0,8.0,14.0,2.0,1.0,8.0,13.0,1.0,1.0,11.0,15.0,2.0,1.0,11.0,17.0,1.0,1.0,12.0,16.0,1.0,1.0,12.0,17.0,1.0,1.0,10.0,15.0,1,56,44166.0,1683,WY,56005,223527.0
2375,56007,1.0,2.0,10.0,20.0,1.0,2.0,11.0,18.0,1.0,2.0,10.0,18.0,2.0,2.0,10.0,18.0,1.0,2.0,10.0,17.0,2.0,2.0,9.0,18.0,1.0,2.0,9.0,18.0,1.0,1.0,9.0,17.0,1,56,14165.0,1555,WY,56007,165738.0
2376,56009,1.0,1.0,5.0,11.0,1.0,1.0,7.0,13.0,0.0,1.0,6.0,11.0,1.0,1.0,7.0,13.0,1.0,1.0,6.0,12.0,1.0,1.0,6.0,12.0,1.0,1.0,6.0,12.0,1.0,1.0,5.0,11.0,1,56,12349.0,826,WY,56009,206076.0
2377,56011,1.0,0.0,5.0,11.0,1.0,0.0,5.0,9.0,1.0,0.0,5.0,9.0,1.0,0.0,5.0,9.0,1.0,0.0,4.0,8.0,1.0,0.0,3.0,7.0,1.0,0.0,3.0,8.0,1.0,0.0,4.0,9.0,1,56,6609.0,1316,WY,56011,228857.0
2378,56013,2.0,1.0,8.0,18.0,1.0,1.0,11.0,19.0,2.0,1.0,10.0,19.0,2.0,1.0,10.0,17.0,2.0,1.0,9.0,18.0,2.0,1.0,9.0,17.0,2.0,1.0,9.0,18.0,2.0,1.0,9.0,18.0,1,56,39745.0,4335,WY,56013,198238.0
2379,56015,0.0,1.0,3.0,8.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,9.0,0.0,1.0,4.0,9.0,0.0,2.0,4.0,12.0,0.0,2.0,5.0,13.0,0.0,1.0,4.0,10.0,0,56,13249.0,3035,WY,56015,161872.0
2380,56017,2.0,1.0,3.0,8.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,6.0,2.0,1.0,3.0,8.0,2.0,1.0,3.0,8.0,1,56,4765.0,1038,WY,56017,154348.0
2381,56019,1.0,1.0,8.0,13.0,1.0,1.0,9.0,14.0,1.0,1.0,8.0,13.0,1.0,1.0,9.0,14.0,1.0,1.0,9.0,14.0,1.0,1.0,10.0,15.0,1.0,1.0,10.0,16.0,1.0,1.0,8.0,14.0,1,56,7965.0,638,WY,56019,266686.0
2382,56021,2.0,2.0,7.0,15.0,3.0,2.0,9.0,20.0,3.0,2.0,7.0,18.0,3.0,2.0,9.0,21.0,3.0,2.0,10.0,22.0,3.0,2.0,8.0,19.0,2.0,2.0,8.0,17.0,2.0,2.0,7.0,16.0,1,56,90711.0,3983,WY,56021,231243.0
2383,56023,2.0,0.0,8.0,15.0,2.0,0.0,9.0,14.0,2.0,0.0,8.0,13.0,2.0,0.0,8.0,14.0,2.0,0.0,9.0,15.0,2.0,0.0,7.0,13.0,2.0,0.0,7.0,13.0,2.0,0.0,7.0,14.0,1,56,14547.0,1459,WY,56023,215167.0
2384,56025,2.0,1.0,8.0,16.0,2.0,1.0,10.0,18.0,2.0,1.0,10.0,18.0,3.0,1.0,12.0,21.0,3.0,1.0,13.0,22.0,3.0,1.0,12.0,21.0,2.0,1.0,12.0,20.0,2.0,1.0,9.0,17.0,1,56,75055.0,5057,WY,56025,215347.0
2385,56027,0.0,1.0,4.0,7.0,2.0,1.0,6.0,10.0,2.0,1.0,3.0,7.0,0.0,1.0,5.0,8.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,3.0,6.0,0.0,1.0,3.0,6.0,0,56,2066.0,414,WY,56027,159364.0
2386,56029,2.0,1.0,8.0,16.0,1.0,1.0,11.0,17.0,1.0,1.0,9.0,15.0,1.0,1.0,11.0,15.0,1.0,1.0,12.0,18.0,1.0,1.0,11.0,16.0,2.0,1.0,12.0,18.0,2.0,1.0,11.0,19.0,1,56,27794.0,3696,WY,56029,246831.0
2387,56031,0.0,2.0,4.0,10.0,2.0,2.0,8.0,14.0,2.0,3.0,5.0,11.0,1.0,3.0,7.0,14.0,1.0,3.0,7.0,14.0,1.0,3.0,6.0,14.0,0.0,2.0,6.0,11.0,0.0,2.0,6.0,12.0,0,56,7078.0,1656,WY,56031,177547.0
2388,56033,1.0,1.0,8.0,15.0,2.0,1.0,9.0,17.0,2.0,1.0,7.0,14.0,1.0,1.0,11.0,17.0,2.0,1.0,12.0,20.0,1.0,1.0,11.0,17.0,1.0,1.0,10.0,16.0,1.0,1.0,9.0,16.0,1,56,27940.0,2194,WY,56033,251742.0
2389,56035,1.0,0.0,3.0,8.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,7.0,1.0,0.0,2.0,6.0,1.0,0.0,2.0,6.0,1.0,0.0,2.0,6.0,1.0,0.0,3.0,7.0,1,56,9486.0,1437,WY,56035,276718.0
2390,56037,2.0,1.0,8.0,17.0,0.0,2.0,10.0,17.0,0.0,2.0,8.0,14.0,1.0,2.0,8.0,14.0,1.0,2.0,8.0,15.0,1.0,2.0,8.0,15.0,1.0,2.0,9.0,19.0,1.0,1.0,9.0,19.0,1,56,43119.0,2462,WY,56037,210047.0
2391,56039,2.0,1.0,7.0,14.0,1.0,1.0,9.0,14.0,1.0,1.0,7.0,12.0,2.0,1.0,8.0,14.0,2.0,1.0,7.0,13.0,2.0,1.0,7.0,13.0,2.0,1.0,8.0,14.0,2.0,1.0,8.0,15.0,1,56,20158.0,862,WY,56039,772365.0
2392,56041,1.0,1.0,6.0,15.0,1.0,1.0,7.0,13.0,1.0,1.0,6.0,12.0,1.0,1.0,7.0,13.0,1.0,1.0,7.0,13.0,1.0,1.0,6.0,12.0,1.0,1.0,6.0,14.0,1.0,1.0,5.0,14.0,1,56,20248.0,973,WY,56041,186429.0
2393,56043,2.0,1.0,3.0,9.0,2.0,1.0,3.0,8.0,2.0,1.0,3.0,8.0,2.0,1.0,3.0,7.0,2.0,1.0,3.0,7.0,2.0,1.0,3.0,7.0,2.0,1.0,3.0,8.0,2.0,1.0,3.0,8.0,1,56,8449.0,840,WY,56043,172949.0
2394,56045,1.0,0.0,1.0,5.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,5.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,5.0,1,56,7041.0,615,WY,56045,188206.0
2395,25001,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1,25,212890.0,8065,MA,25001,436005.0
2396,25003,3.0,3.0,4.0,12.0,0.0,1.0,3.0,4.0,0.0,2.0,3.0,7.0,0.0,2.0,5.0,9.0,0.0,1.0,6.0,8.0,1.0,1.0,7.0,10.0,0.0,2.0,7.0,11.0,2.0,3.0,6.0,13.0,1,25,128876.0,5218,MA,25003,
2397,25005,1.0,3.0,1.0,5.0,1.0,4.0,2.0,9.0,1.0,3.0,3.0,9.0,1.0,3.0,4.0,9.0,1.0,3.0,3.0,8.0,1.0,3.0,3.0,8.0,1.0,4.0,3.0,9.0,1.0,3.0,1.0,6.0,1,25,541706.0,8867,MA,25005,327444.0
2398,25007,0.0,1.0,3.0,5.0,0.0,1.0,3.0,5.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,5.0,1.0,1.0,3.0,6.0,0.0,2.0,3.0,6.0,0.0,2.0,3.0,6.0,0,25,16201.0,1039,MA,25007,709166.0
2399,25009,2.0,1.0,3.0,9.0,1.0,2.0,7.0,12.0,1.0,1.0,6.0,11.0,2.0,1.0,6.0,11.0,1.0,1.0,8.0,12.0,1.0,2.0,6.0,11.0,2.0,3.0,6.0,15.0,2.0,2.0,3.0,10.0,1,25,737950.0,10564,MA,25009,436610.0
2400,25011,2.0,3.0,4.0,12.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,9.0,1.0,3.0,3.0,9.0,2.0,2.0,5.0,11.0,1.0,2.0,5.0,10.0,1.0,3.0,5.0,13.0,1.0,3.0,4.0,11.0,1,25,68133.0,2413,MA,25011,
2401,25013,2.0,4.0,3.0,10.0,0.0,4.0,4.0,9.0,0.0,3.0,3.0,7.0,1.0,3.0,4.0,8.0,1.0,3.0,8.0,12.0,2.0,3.0,8.0,13.0,1.0,4.0,7.0,12.0,1.0,4.0,5.0,11.0,1,25,459636.0,8648,MA,25013,223466.0
2402,25015,0.0,2.0,4.0,7.0,0.0,2.0,3.0,5.0,0.0,2.0,3.0,6.0,0.0,2.0,5.0,7.0,0.0,2.0,5.0,8.0,0.0,2.0,5.0,7.0,0.0,2.0,5.0,7.0,0.0,3.0,4.0,8.0,0,25,150339.0,3129,MA,25015,
2403,25017,4.0,5.0,3.0,15.0,4.0,5.0,6.0,18.0,4.0,4.0,5.0,17.0,3.0,4.0,7.0,16.0,3.0,4.0,6.0,15.0,3.0,4.0,6.0,15.0,3.0,6.0,7.0,19.0,3.0,6.0,4.0,17.0,1,25,1488004.0,22070,MA,25017,550958.0
2404,25019,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,4.0,0.0,2.0,2.0,5.0,0.0,1.0,1.0,3.0,0,25,10118.0,579,MA,25019,1046929.0
2405,25021,3.0,6.0,3.0,14.0,3.0,5.0,5.0,15.0,2.0,5.0,5.0,15.0,2.0,5.0,6.0,18.0,2.0,6.0,6.0,17.0,2.0,5.0,6.0,15.0,3.0,7.0,6.0,18.0,3.0,8.0,3.0,17.0,1,25,660041.0,9871,MA,25021,509719.0
2406,25023,2.0,1.0,3.0,7.0,1.0,2.0,5.0,8.0,1.0,1.0,4.0,7.0,1.0,1.0,5.0,7.0,1.0,1.0,6.0,8.0,1.0,1.0,6.0,9.0,1.0,2.0,6.0,10.0,1.0,2.0,3.0,8.0,1,25,486919.0,8334,MA,25023,396341.0
2407,25025,5.0,4.0,3.0,14.0,4.0,3.0,7.0,16.0,2.0,3.0,5.0,13.0,2.0,3.0,7.0,14.0,2.0,3.0,8.0,16.0,2.0,3.0,8.0,16.0,4.0,4.0,8.0,19.0,4.0,4.0,4.0,15.0,1,25,714211.0,6750,MA,25025,535130.0
2408,25027,1.0,5.0,3.0,11.0,2.0,5.0,4.0,11.0,1.0,5.0,4.0,12.0,1.0,5.0,4.0,13.0,1.0,4.0,5.0,13.0,2.0,4.0,5.0,13.0,1.0,6.0,5.0,14.0,1.0,6.0,3.0,12.0,1,25,793735.0,18685,MA,25027,304539.0
2409,31001,2.0,1.0,6.0,16.0,1.0,1.0,6.0,13.0,1.0,1.0,5.0,11.0,1.0,1.0,4.0,10.0,2.0,1.0,5.0,14.0,2.0,1.0,5.0,15.0,2.0,1.0,5.0,15.0,2.0,1.0,7.0,17.0,1,31,31364.0,2930,NE,31001,122156.0
2410,31003,3.0,3.0,5.0,15.0,2.0,2.0,6.0,12.0,2.0,3.0,5.0,12.0,2.0,3.0,4.0,11.0,2.0,3.0,5.0,13.0,2.0,3.0,5.0,12.0,2.0,3.0,5.0,12.0,3.0,3.0,5.0,14.0,1,31,6596.0,2191,NE,31003,83168.0
2411,31005,2.0,0.0,4.0,7.0,1.0,0.0,4.0,6.0,1.0,0.0,4.0,5.0,1.0,0.0,4.0,6.0,1.0,0.0,4.0,7.0,1.0,0.0,4.0,6.0,2.0,0.0,4.0,7.0,2.0,0.0,4.0,7.0,1,31,460.0,115,NE,31005,107536.0
2412,31007,0.0,1.0,3.0,8.0,0.0,1.0,4.0,8.0,0.0,1.0,4.0,8.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,7.0,0.0,1.0,2.0,8.0,0.0,1.0,2.0,8.0,0.0,1.0,2.0,8.0,0,31,690.0,503,NE,31007,145358.0
2413,31009,2.0,0.0,4.0,6.0,1.0,0.0,4.0,5.0,1.0,0.0,4.0,5.0,1.0,0.0,4.0,5.0,1.0,0.0,4.0,5.0,2.0,0.0,4.0,6.0,2.0,0.0,4.0,6.0,2.0,0.0,4.0,6.0,1,31,473.0,136,NE,31009,91008.0
2414,31011,1.0,1.0,4.0,9.0,2.0,1.0,7.0,13.0,2.0,1.0,6.0,12.0,2.0,1.0,4.0,10.0,1.0,1.0,4.0,9.0,1.0,1.0,4.0,9.0,1.0,1.0,4.0,9.0,1.0,1.0,4.0,9.0,1,31,4776.0,1031,NE,31011,111879.0
2415,31013,2.0,2.0,6.0,15.0,2.0,2.0,8.0,15.0,2.0,2.0,7.0,14.0,2.0,1.0,6.0,13.0,2.0,2.0,6.0,15.0,2.0,2.0,6.0,16.0,2.0,2.0,6.0,16.0,2.0,2.0,6.0,16.0,1,31,11205.0,1594,NE,31013,111668.0
2416,31015,3.0,0.0,2.0,5.0,2.0,0.0,3.0,5.0,3.0,0.0,1.0,4.0,3.0,0.0,1.0,4.0,3.0,0.0,1.0,4.0,3.0,0.0,2.0,5.0,3.0,0.0,2.0,5.0,3.0,0.0,2.0,5.0,1,31,2099.0,918,NE,31015,67594.0
2417,31017,3.0,1.0,4.0,10.0,2.0,1.0,8.0,11.0,2.0,1.0,5.0,8.0,3.0,1.0,6.0,10.0,3.0,1.0,5.0,10.0,3.0,1.0,5.0,10.0,3.0,1.0,5.0,10.0,3.0,1.0,5.0,11.0,1,31,2763.0,520,NE,31017,84969.0
2418,31019,3.0,1.0,8.0,21.0,3.0,1.0,8.0,17.0,3.0,1.0,8.0,18.0,3.0,1.0,8.0,18.0,3.0,1.0,8.0,20.0,3.0,1.0,8.0,21.0,3.0,1.0,8.0,21.0,3.0,1.0,8.0,21.0,1,31,45722.0,4690,NE,31019,170786.0
2419,31021,2.0,1.0,4.0,12.0,1.0,1.0,7.0,15.0,1.0,2.0,5.0,13.0,1.0,1.0,6.0,13.0,1.0,1.0,5.0,12.0,1.0,1.0,6.0,12.0,2.0,1.0,6.0,13.0,2.0,1.0,5.0,12.0,1,31,6809.0,1580,NE,31021,97047.0
2420,31023,1.0,2.0,5.0,11.0,1.0,2.0,3.0,9.0,1.0,2.0,3.0,9.0,1.0,2.0,3.0,9.0,2.0,2.0,3.0,10.0,2.0,2.0,3.0,10.0,2.0,2.0,3.0,10.0,1.0,2.0,5.0,11.0,1,31,8369.0,2054,NE,31023,118130.0
2421,31025,2.0,4.0,4.0,15.0,0.0,3.0,2.0,9.0,0.0,4.0,3.0,12.0,1.0,2.0,2.0,10.0,2.0,3.0,2.0,11.0,2.0,3.0,2.0,12.0,2.0,3.0,2.0,12.0,2.0,3.0,4.0,14.0,1,31,25241.0,3494,NE,31025,180475.0
2422,31027,3.0,2.0,6.0,14.0,2.0,3.0,7.0,15.0,2.0,3.0,4.0,12.0,3.0,3.0,5.0,14.0,3.0,3.0,4.0,13.0,3.0,2.0,4.0,12.0,3.0,2.0,4.0,12.0,3.0,2.0,7.0,15.0,1,31,7949.0,1763,NE,31027,120355.0
2423,31029,2.0,2.0,4.0,13.0,3.0,2.0,5.0,13.0,3.0,2.0,5.0,11.0,3.0,2.0,4.0,11.0,3.0,2.0,5.0,14.0,2.0,2.0,4.0,13.0,2.0,2.0,4.0,14.0,2.0,2.0,4.0,14.0,1,31,3866.0,920,NE,31029,116435.0
2424,31031,3.0,1.0,8.0,13.0,4.0,1.0,10.0,15.0,4.0,1.0,8.0,13.0,4.0,1.0,8.0,14.0,4.0,1.0,8.0,15.0,3.0,1.0,8.0,14.0,3.0,1.0,8.0,14.0,3.0,1.0,8.0,14.0,1,31,4415.0,530,NE,31031,126924.0
2425,31033,1.0,2.0,6.0,19.0,1.0,2.0,7.0,17.0,1.0,2.0,6.0,15.0,1.0,2.0,8.0,18.0,1.0,2.0,7.0,18.0,0.0,2.0,7.0,19.0,1.0,2.0,7.0,20.0,1.0,2.0,6.0,19.0,1,31,9998.0,2430,NE,31033,120885.0
2426,31035,1.0,1.0,4.0,13.0,2.0,1.0,2.0,10.0,2.0,1.0,2.0,9.0,2.0,1.0,2.0,10.0,3.0,1.0,2.0,13.0,2.0,1.0,2.0,12.0,2.0,1.0,2.0,12.0,1.0,1.0,4.0,13.0,1,31,6526.0,2123,NE,31035,90054.0
2427,31037,2.0,1.0,7.0,16.0,1.0,1.0,10.0,16.0,2.0,1.0,10.0,17.0,2.0,1.0,11.0,19.0,2.0,1.0,9.0,16.0,1.0,1.0,8.0,14.0,1.0,1.0,8.0,15.0,2.0,1.0,7.0,16.0,1,31,9857.0,1302,NE,31037,99907.0
2428,31039,2.0,1.0,6.0,15.0,1.0,3.0,7.0,16.0,1.0,1.0,6.0,13.0,2.0,1.0,6.0,14.0,2.0,1.0,5.0,13.0,2.0,1.0,6.0,14.0,2.0,1.0,6.0,15.0,2.0,1.0,6.0,15.0,1,31,9105.0,1958,NE,31039,119931.0
2429,31041,3.0,2.0,13.0,25.0,3.0,1.0,13.0,21.0,3.0,1.0,11.0,18.0,3.0,1.0,11.0,19.0,3.0,1.0,10.0,20.0,2.0,1.0,12.0,21.0,2.0,1.0,12.0,21.0,3.0,1.0,13.0,23.0,1,31,9735.0,2771,NE,31041,98318.0
