HocoNum,TechType,HighSpeed,population,state
240041,DSL,1,80078,CA
240041,FTTH,1,17426,CA
240055,DOCSIS,1,1542,CA
240055,Other,0,320,CA
260007,FTTH,1,1355,CA
260050,Other,0,92,CA
260052,Other,0,20240,CA
260052,Other,1,1097,CA
270006,Other,0,80986,CA
270018,Other,0,5877,CA
270020,Other,0,401050,CA
270051,DSL,0,2481,CA
270051,Other,0,14379,CA
270073,Other,0,37222,CA
280024,Other,0,913,CA
280026,DOCSIS,0,972,CA
280042,Other,0,87142,CA
280057,FTTH,1,1086,CA
280057,Other,0,470364,CA
280075,Other,0,623,CA
280078,DOCSIS,0,2985,CA
290065,Other,0,106,CA
290077,DOCSIS,0,0,CA
290088,Other,0,1072654,CA
290108,Other,0,2743,CA
290114,Other,0,962,CA
290123,Other,0,819,CA
290123,Other,1,17,CA
290128,Other,0,76,CA
300043,Other,0,3024653,CA
300095,Other,0,34482,CA
300117,Other,0,14799,CA
300136,Other,0,325222,CA
300164,Other,0,384,CA
300173,Other,0,727,CA
300199,Other,0,13331,CA
310015,Other,0,13600,CA
310015,Other,1,98334,CA
310027,Other,0,59229,CA
310065,Other,0,179731,CA
310067,Other,0,7424,CA
310084,Other,0,9216,CA
320031,Other,0,15,CA
320045,DOCSIS,1,79795,CA
320062,Other,0,13001,CA
320081,Other,0,8355,CA
320083,FTTH,1,684,CA
320117,Other,0,635,CA
330003,Other,0,119958,CA
330062,FTTH,1,30397,CA
330063,Other,0,99646,CA
330066,Other,0,8947,CA
340015,Other,0,145,CA
340041,Other,0,34812,CA
340042,Other,0,408,CA
340045,Other,0,3643,CA
340066,Other,1,42201,CA
340071,Other,0,4172,CA
340076,FTTH,1,523446,CA
340085,Other,0,219989,CA
340093,Other,1,9,CA
340098,Other,0,3740773,CA
350005,Other,0,9417,CA
350030,Other,0,156179,CA
350032,FTTH,1,28199,CA
350033,FTTH,0,24,CA
350041,FTTH,0,58,CA
350072,Other,0,7018,CA
350080,Other,0,136695,CA
350094,DSL,0,51639,CA
350094,Other,0,44867,CA
350095,Other,0,1593991,CA
350110,DOCSIS,0,3599,CA
350110,Other,0,245279,CA
350117,Other,0,13192,CA
350128,Other,0,3134,CA
350132,Other,0,34016,CA
350134,Other,0,705,CA
360030,Other,1,602510,CA
360056,Other,0,21292,CA
360078,Other,0,2114,CA
360094,Other,0,21,CA
360119,Other,1,71,CA
360129,Other,0,38379,CA
360132,Other,0,57,CA
370028,DOCSIS,0,3908,CA
370028,DOCSIS,1,31106,CA
370028,FTTH,1,12304,CA
370065,Other,0,121,CA
370080,DSL,0,0,CA
370082,Other,0,15552,CA
370139,Other,0,11287,CA
370151,Other,0,38,CA
370151,Other,1,49,CA
370163,Other,0,15885,CA
130017,DSL,0,385,CO
130126,DSL,0,2356,CO
130126,FTTH,0,1036,CO
130126,Other,0,20351,CO
130127,DSL,0,5987,CO
130132,DSL,0,0,CO
130133,DSL,0,578,CO
130133,FTTH,0,280,CO
130133,FTTH,1,4358,CO
130133,Other,0,39694,CO
130133,Other,1,58,CO
130228,DSL,0,3511817,CO
130228,DSL,1,1017055,CO
130228,FTTH,0,121019,CO
130228,FTTH,1,554513,CO
130228,Other,0,488,CO
130235,DOCSIS,0,85066,CO
130235,DOCSIS,1,269010,CO
130317,DOCSIS,1,3877994,CO
130317,FTTH,1,27,CO
130335,DSL,0,7090,CO
130335,FTTH,0,149,CO
130335,Other,0,2503,CO
130429,DOCSIS,0,3441,CO
130429,Other,0,6,CO
130439,DSL,0,8670,CO
130439,FTTH,0,2351,CO
130487,DSL,0,806,CO
130487,FTTH,0,574,CO
130569,DSL,0,0,CO
130623,FTTH,0,68,CO
130663,Other,0,43656,CO
130674,DSL,0,2088,CO
130674,FTTH,0,113,CO
130692,FTTH,0,564,CO
130692,FTTH,1,10768,CO
130692,Other,0,54077,CO
130868,DOCSIS,0,1401,CO
130886,Other,0,162786,CO
130962,DSL,0,2466,CO
130962,FTTH,0,139,CO
130962,Other,0,254,CO
130963,DSL,0,16,CO
130963,FTTH,0,1875,CO
130986,DOCSIS,0,1236,CO
130986,DSL,0,1562,CO
130986,FTTH,0,1236,CO
131017,FTTH,0,3046,CO
131017,Other,0,422360,CO
131021,DSL,0,475,CO
131021,Other,0,2751,CO
131034,DOCSIS,0,5392,CO
131034,FTTH,1,3249,CO
131034,Other,0,3795,CO
131043,Other,0,12083,CO
131044,DSL,0,26,CO
131049,FTTH,0,2552,CO
131090,DSL,0,48,CO
131090,FTTH,0,12,CO
131090,Other,0,39,CO
131128,Other,0,10925,CO
131145,FTTH,1,108,CO
131265,FTTH,0,171,CO
131310,DOCSIS,0,3703,CO
131310,DOCSIS,1,103744,CO
131310,DSL,0,22358,CO
131310,FTTH,0,264,CO
131310,FTTH,1,2874,CO
131362,DSL,0,2722,CO
131387,Other,0,35,CO
131404,DOCSIS,0,12214,CO
131404,FTTH,0,696,CO
131481,FTTH,0,10227,CO
131487,FTTH,0,189,CO
140048,Other,0,3221114,CO
150244,DOCSIS,0,354,CO
180026,FTTH,0,0,CO
180026,FTTH,1,107,CO
180026,Other,0,1939,CO
190008,DSL,0,149,CO
190166,DSL,0,21949,CO
190166,DSL,1,259,CO
190166,FTTH,0,16,CO
190166,FTTH,1,259,CO
190192,DSL,0,70253,CO
190313,FTTH,0,1198,CO
190313,Other,0,34249,CO
200057,Other,0,316,CO
220012,Other,0,2219,CO
230043,FTTH,0,6110,CO
230043,FTTH,1,4045,CO
230043,Other,0,57217,CO
240041,DSL,0,107,CO
240041,DSL,1,5154,CO
250092,Other,0,279,CO
270033,Other,0,30496,CO
280005,DSL,0,205,CO
280014,FTTH,1,83709,CO
280068,Other,0,35623,CO
290008,Other,0,55189,CO
290051,Other,0,6510,CO
290077,DSL,0,0,CO
290086,Other,0,115,CO
300037,Other,0,10071,CO
300078,Other,0,653321,CO
300147,Other,0,1805,CO
300164,Other,0,30,CO
300171,DSL,0,2985,CO
300171,Other,0,18483,CO
300192,DSL,0,20119,CO
300192,FTTH,1,20119,CO
300192,Other,0,35328,CO
310015,Other,1,0,CO
310019,Other,0,19898,CO
310024,DOCSIS,0,64614,CO
310024,DSL,0,64614,CO
310024,FTTH,0,64614,CO
310024,Other,0,64614,CO
310079,Other,1,39122,CO
310085,Other,0,13986,CO
320022,Other,0,2021,CO
320080,Other,0,101,CO
330023,Other,0,35,CO
330032,FTTH,0,867,CO
330032,FTTH,1,4805,CO
330032,Other,0,21093,CO
330032,Other,1,736,CO
330052,Other,0,2933,CO
330053,DSL,0,176,CO
330053,Other,0,11466,CO
330054,Other,0,81,CO
340050,Other,0,2971,CO
350033,DSL,0,0,CO
350033,FTTH,0,0,CO
350122,DSL,0,0,CO
350129,DOCSIS,0,465,CO
360038,Other,0,4711,CO
360080,Other,0,507,CO
360113,Other,0,900,CO
360113,Other,1,57,CO
370032,FTTH,1,22020,CO
370037,DOCSIS,0,6600,CO
370037,DSL,0,570,CO
370037,FTTH,1,3549,CO
370095,Other,0,460,CO
370121,Other,0,4464,CO
370151,Other,1,11,CO
370154,Other,0,2340524,CO
370157,Other,0,3426,CO
370162,FTTH,1,4303,CO
370162,Other,0,2482,CO
130235,DOCSIS,0,39,CT
130235,DOCSIS,1,355145,CT
130258,DSL,0,3262398,CT
130317,DOCSIS,1,1837043,CT
130360,DOCSIS,1,446707,CT
130360,FTTH,1,751,CT
130370,DOCSIS,1,831349,CT
130370,FTTH,1,7593,CT
130576,DOCSIS,1,63923,CT
131425,DSL,0,42716,CT
131425,FTTH,1,38467,CT
190192,DSL,0,157,CT
280001,DOCSIS,1,138716,CT
370081,Other,0,43879,CT
370151,Other,0,12,CT
130127,DSL,0,210,DE
130317,DOCSIS,1,762805,DE
130317,FTTH,1,27,DE
130804,DOCSIS,0,469,DE
130804,DOCSIS,1,76473,DE
131425,DSL,0,639529,DE
131425,FTTH,1,505404,DE
280001,DOCSIS,1,52887,DE
290009,Other,0,96,DE
290018,Other,0,57612,DE
340019,Other,0,76098,DE
350091,Other,0,50,DE
130079,DOCSIS,1,391494,DC
130079,FTTH,1,45236,DC
130317,DOCSIS,1,593947,DC
130317,FTTH,1,64,DC
131425,DSL,0,563773,DC
131425,FTTH,1,394741,DC
150249,Other,0,41430,DC
290016,Other,0,17,DC
350041,FTTH,0,0,DC
130077,DSL,0,10097213,FL
130077,FTTH,0,273,FL
130077,FTTH,1,2436511,FL
130077,Other,0,31383,FL
130127,DSL,0,4219,FL
130228,DSL,0,3427295,FL
130228,DSL,1,142651,FL
130228,FTTH,0,63153,FL
130228,FTTH,1,306052,FL
130235,DOCSIS,1,6949739,FL
130235,FTTH,1,54162,FL
130258,DSL,0,3412554,FL
130258,FTTH,0,2608790,FL
130317,DOCSIS,0,1921,FL
130317,DOCSIS,1,10160406,FL
130317,FTTH,1,327,FL
130335,DSL,0,85049,FL
130335,FTTH,0,5643,FL
130360,DOCSIS,1,727703,FL
130360,FTTH,1,7500,FL
130587,DSL,0,2985,FL
130623,DOCSIS,0,15328,FL
130623,DSL,0,8204,FL
130623,DSL,1,6049,FL
130623,FTTH,0,22284,FL
130623,FTTH,1,133832,FL
130728,DSL,0,0,FL
130795,DOCSIS,0,22553,FL
130804,DOCSIS,0,9856,FL
130804,DOCSIS,1,322046,FL
130880,FTTH,0,11108,FL
130880,Other,0,9239,FL
130988,DOCSIS,0,61018,FL
130988,DOCSIS,1,7037,FL
130988,DSL,0,6869,FL
130988,DSL,1,499,FL
130988,FTTH,0,11143,FL
130988,FTTH,1,84655,FL
131060,DSL,0,9624,FL
131060,FTTH,0,4877,FL
131060,FTTH,1,10645,FL
131204,DSL,0,16378,FL
131204,DSL,1,8,FL
131204,FTTH,0,2631,FL
131204,FTTH,1,7226,FL
131204,Other,0,1916,FL
131204,Other,1,0,FL
131310,DSL,0,27646,FL
131310,FTTH,0,13,FL
131310,FTTH,1,339,FL
131362,DSL,0,24896,FL
131362,FTTH,0,1367,FL
131413,DSL,0,212030,FL
131413,DSL,1,2840,FL
131413,FTTH,0,3668,FL
131413,FTTH,1,1380,FL
131480,DOCSIS,1,794444,FL
131480,FTTH,1,804094,FL
150221,DSL,0,786,FL
160110,DOCSIS,0,41098,FL
160151,FTTH,0,216,FL
160151,Other,0,4854,FL
160162,Other,0,1574,FL
170064,DOCSIS,0,6457,FL
170064,DOCSIS,1,13939,FL
180032,FTTH,0,8369,FL
180048,Other,0,68442,FL
180061,FTTH,0,749,FL
180061,Other,0,338,FL
190008,DOCSIS,0,7223,FL
190008,DSL,0,1066,FL
190008,DSL,1,0,FL
190192,DSL,0,0,FL
190204,Other,0,1454,FL
200022,FTTH,1,27581,FL
200046,Other,0,97821,FL
230021,Other,0,0,FL
240010,Other,0,5008202,FL
240041,DSL,0,16543,FL
240041,DSL,1,35517,FL
280001,DOCSIS,1,246329,FL
290009,Other,0,25839,FL
290017,DSL,0,665,FL
290048,DOCSIS,0,354,FL
290050,Other,0,79,FL
300119,DOCSIS,0,4959,FL
300119,Other,0,119,FL
300164,Other,0,2095,FL
310015,Other,1,146,FL
310028,Other,0,7110,FL
310044,FTTH,1,82,FL
330013,FTTH,0,66297,FL
350091,Other,0,973,FL
350122,DSL,0,0,FL
350122,FTTH,0,9,FL
350123,DOCSIS,1,186428,FL
350137,DSL,1,89,FL
360089,Other,0,69736,FL
370027,FTTH,0,605,FL
370039,Other,0,1710,FL
370067,Other,0,470,FL
370089,Other,0,1,FL
370143,FTTH,0,507,FL
370143,Other,0,50200,FL
370151,Other,0,187,FL
370151,Other,1,109,FL
130044,DOCSIS,0,29279,GA
130044,DSL,0,10273,GA
130044,FTTH,0,1473,GA
130077,DSL,0,7052713,GA
130077,FTTH,0,528,GA
130077,FTTH,1,2501078,GA
130077,Other,0,79272,GA
130127,DSL,0,3558,GA
130151,FTTH,1,17696,GA
130176,FTTH,1,63353,GA
130228,DSL,0,89770,GA
130228,FTTH,0,12217,GA
130235,DOCSIS,0,20996,GA
130235,DOCSIS,1,1859821,GA
130242,DOCSIS,0,41423,GA
130242,DOCSIS,1,255,GA
130242,FTTH,0,652,GA
130258,DSL,0,51801,GA
130265,DOCSIS,0,4137,GA
130265,DSL,0,11990,GA
130265,FTTH,0,3318,GA
130272,DOCSIS,0,8973,GA
130281,DOCSIS,0,29702,GA
130317,DOCSIS,0,25768,GA
130317,DOCSIS,1,5483448,GA
130317,FTTH,1,308,GA
130334,DOCSIS,0,73728,GA
130334,DSL,0,3760,GA
130334,FTTH,0,14376,GA
130335,DSL,0,325,GA
130360,DOCSIS,1,285478,GA
130360,FTTH,1,9505,GA
130391,DOCSIS,0,12075,GA
130391,DSL,0,3787,GA
130391,FTTH,0,3734,GA
130545,DSL,0,1563,GA
130589,DOCSIS,0,29686,GA
130589,FTTH,0,34116,GA
130623,DSL,1,507,GA
130623,FTTH,0,2850,GA
130623,FTTH,1,1732,GA
130746,DOCSIS,0,19087,GA
130746,DSL,0,18996,GA
130746,FTTH,0,726,GA
130804,DOCSIS,0,17223,GA
130804,DOCSIS,1,723018,GA
131023,FTTH,0,10700,GA
131041,FTTH,1,43607,GA
