HocoNum,HighSpeed,population,state
130132,0,0,IL
130192,0,5841,IL
130192,1,2,IL
130208,0,61588,IL
130228,0,130882,IL
130235,0,45195,IL
130235,1,620299,IL
130258,0,1660120,IL
130287,0,654,IL
130317,1,9823125,IL
130335,0,130968,IL
130368,0,806,IL
130370,1,647,IL
130401,0,26305,IL
130402,0,799,IL
130444,0,10189,IL
130471,0,15404,IL
130503,0,1242,IL
130513,0,127283,IL
130528,0,3779,IL
130528,1,1313,IL
130535,0,18550,IL
130544,0,3382,IL
130557,0,14574,IL
130559,0,373,IL
130584,0,44332,IL
130584,1,4811,IL
130604,0,2895,IL
130624,0,183962,IL
130699,0,186,IL
130735,0,327,IL
130749,0,344,IL
130769,0,26490,IL
130799,0,43966,IL
130802,0,951,IL
130804,0,6639,IL
130804,1,1046388,IL
130819,0,10983,IL
130819,1,1723,IL
130872,0,191430,IL
130872,1,21643,IL
130908,0,1873,IL
130955,0,2889,IL
130977,0,1567,IL
131030,1,0,IL
131074,0,270,IL
131074,1,2976,IL
131081,0,0,IL
131081,1,176598,IL
131104,0,4754,IL
131106,0,1776,IL
131106,1,1216,IL
131179,0,473,IL
131179,1,49,IL
131180,0,53019,IL
131226,0,3752,IL
131260,0,0,IL
131261,0,103,IL
131310,0,164551,IL
131358,0,1475,IL
131379,0,470,IL
131431,0,4883,IL
131445,0,15264,IL
131445,1,13920,IL
131480,1,1221936,IL
131505,0,2549,IL
140048,0,4099461,IL
140078,0,45191,IL
140105,0,769035,IL
150316,0,0,IL
160115,0,2651075,IL
160157,0,6844,IL
190008,0,14522,IL
190008,1,357,IL
190103,0,26325,IL
190169,0,7979,IL
190211,0,22780,IL
190365,0,10910,IL
190501,0,13965,IL
200006,0,22067,IL
200026,0,4836,IL
200065,0,46209,IL
200070,0,1150,IL
210069,0,0,IL
220036,0,4696,IL
240041,0,4867,IL
240041,1,23893,IL
240044,1,9735,IL
250007,0,51794,IL
250081,0,10620,IL
260050,0,39176,IL
270025,0,654418,IL
270061,0,178,IL
270065,0,239596,IL
280005,0,571,IL
280063,0,793,IL
280069,0,13337,IL
290009,0,127,IL
290021,0,17381,IL
290031,1,12753,IL
290050,0,556,IL
290055,0,731690,IL
290109,0,8710,IL
300026,0,9417,IL
300074,0,19369,IL
300079,0,1383081,IL
300088,0,268,IL
300088,1,53,IL
300133,0,34088,IL
300164,0,107,IL
300175,0,13663,IL
300175,1,55,IL
300186,1,2387,IL
310015,0,0,IL
310066,0,93274,IL
320031,0,381,IL
320052,0,186,IL
320053,0,32718,IL
320075,0,2,IL
320121,0,196207,IL
330045,0,2224,IL
330071,0,501,IL
330086,0,2294,IL
330090,0,25340,IL
340015,0,5582,IL
350047,0,56665,IL
350068,0,78967,IL
350085,0,5451,IL
350085,1,76786,IL
350088,0,144148,IL
360008,0,139,IL
360033,0,77,IL
360041,0,52,IL
360086,0,413,IL
360101,1,9467,IL
360110,1,7528,IL
360115,0,2811,IL
360122,0,2850,IL
130077,0,3209120,IN
130077,1,182702,IN
130116,0,1599167,IN
130127,0,102,IN
130139,0,3840,IN
130228,0,487085,IN
130228,1,0,IN
130235,0,100202,IN
130235,1,1170987,IN
130254,0,11408,IN
130254,1,1418,IN
130258,0,1684125,IN
130268,0,5608,IN
130279,0,105522,IN
130288,1,34831,IN
130310,0,0,IN
130316,0,15748,IN
130317,0,38362,IN
130317,1,3728435,IN
130363,0,3341,IN
130363,1,10113,IN
130370,0,10,IN
130393,0,15061,IN
130437,0,6205,IN
130437,1,28,IN
130471,0,0,IN
130532,0,5794,IN
130542,0,0,IN
130586,0,7959,IN
130586,1,57232,IN
130728,0,12,IN
130742,0,112427,IN
130804,0,2115,IN
130804,1,312665,IN
130834,0,522850,IN
130838,0,147063,IN
130838,1,27049,IN
130853,0,14082,IN
